Season,TradeID,Date,Trade,Acquiring Team,Asset Type,Asset,Position,Notes
2015-16,2015-10-06-LAK-NJD,2015-10-06,LAK / NJD,LAK,Draft Pick,2017 7th Round,,conditional
2015-16,2015-10-06-LAK-NJD,2015-10-06,LAK / NJD,NJD,Player,Brian O'Neill,RW,
2015-16,2015-10-04-CGY-COL,2015-10-04,CGY / COL,CGY,Player,Freddie Hamilton,C,
2015-16,2015-10-04-CGY-COL,2015-10-04,CGY / COL,COL,Draft Pick,2016 7th Round,,conditional
2015-16,2015-09-17-TOR-NYI,2015-09-17,TOR / NYI,TOR,Player,Michael Grabner,LW,
2015-16,2015-09-17-TOR-NYI,2015-09-17,TOR / NYI,NYI,Player,Matthew Finn,LD,
2015-16,2015-09-17-TOR-NYI,2015-09-17,TOR / NYI,NYI,Player,Carter Verhaeghe,LW,
2015-16,2015-09-17-TOR-NYI,2015-09-17,TOR / NYI,NYI,Player,Taylor Beck,LW,
2015-16,2015-09-17-TOR-NYI,2015-09-17,TOR / NYI,NYI,Player,Christopher Gibson,G,
2015-16,2015-09-17-TOR-NYI,2015-09-17,TOR / NYI,NYI,Player,Tom Nilsson,RD,
2015-16,2015-09-11-CHI-CAR,2015-09-11,CHI / CAR,CHI,Draft Pick,2017 5th Round,,
2015-16,2015-09-11-CHI-CAR,2015-09-11,CHI / CAR,CHI,Player,Dennis Robertson,LD,
2015-16,2015-09-11-CHI-CAR,2015-09-11,CHI / CAR,CHI,Player,Jake Massie,LD,
2015-16,2015-09-11-CHI-CAR,2015-09-11,CHI / CAR,CAR,Draft Pick,2017 3rd Round,,
2015-16,2015-09-11-CHI-CAR,2015-09-11,CHI / CAR,CAR,Player,Joakim Nordstrom,C,
2015-16,2015-09-11-CHI-CAR,2015-09-11,CHI / CAR,CAR,Player,Kris Versteeg,RW,
2015-16,2015-09-09-COL-UTA,2015-09-09,COL / UTA,COL,Player,Brandon Gormley,LD,
2015-16,2015-09-09-COL-UTA,2015-09-09,COL / UTA,UTA,Player,Stefan Elliott,RD,
2015-16,2015-07-28-PIT-VAN,2015-07-28,PIT / VAN,PIT,Draft Pick,2016 2nd Round,,
2015-16,2015-07-28-PIT-VAN,2015-07-28,PIT / VAN,PIT,Player,Nick Bonino,C,
2015-16,2015-07-28-PIT-VAN,2015-07-28,PIT / VAN,PIT,Player,Adam Clendening,RD,
2015-16,2015-07-28-PIT-VAN,2015-07-28,PIT / VAN,VAN,Player,Brandon Sutter,C,
2015-16,2015-07-28-PIT-VAN,2015-07-28,PIT / VAN,VAN,Draft Pick,2016 3rd Round,,
2015-16,2015-07-23-TOR-NJD,2015-07-23,TOR / NJD,TOR,Player,Lou Lamoriello,,
2015-16,2015-07-23-TOR-NJD,2015-07-23,TOR / NJD,NJD,Draft Pick,2018 3rd Round,,
2015-16,2015-07-12-TOR-NSH,2015-07-12,TOR / NSH,TOR,Player,Taylor Beck,LW,
2015-16,2015-07-12-TOR-NSH,2015-07-12,TOR / NSH,NSH,Player,Jamie Devane,LW,
2015-16,2015-07-10-CHI-DAL,2015-07-10,CHI / DAL,CHI,Player,Trevor Daley,LD,
2015-16,2015-07-10-CHI-DAL,2015-07-10,CHI / DAL,CHI,Player,Ryan Garbutt,C,50% retained
2015-16,2015-07-10-CHI-DAL,2015-07-10,CHI / DAL,DAL,Player,Stephen Johns,RD,
2015-16,2015-07-10-CHI-DAL,2015-07-10,CHI / DAL,DAL,Player,Patrick Sharp,LW,
2015-16,2015-07-06-CHI-EDM,2015-07-06,CHI / EDM,CHI,Player,Liam Coughlin,C,
2015-16,2015-07-06-CHI-EDM,2015-07-06,CHI / EDM,EDM,Player,Anders Nilsson,G,
2015-16,2015-07-02-STL-WSH,2015-07-02,STL / WSH,STL,Player,Troy Brouwer,RW,
2015-16,2015-07-02-STL-WSH,2015-07-02,STL / WSH,STL,Player,Pheonix Copley,G,
2015-16,2015-07-02-STL-WSH,2015-07-02,STL / WSH,STL,Draft Pick,2016 3rd Round,,
2015-16,2015-07-02-STL-WSH,2015-07-02,STL / WSH,WSH,Player,T.J. Oshie,RW,
2015-16,2015-07-01-TOR-PIT,2015-07-01,TOR / PIT,TOR,Player,Scott Harrington,LD,
2015-16,2015-07-01-TOR-PIT,2015-07-01,TOR / PIT,TOR,Player,Nick Spaling,C,
2015-16,2015-07-01-TOR-PIT,2015-07-01,TOR / PIT,TOR,Draft Pick,2016 3rd Round,,
2015-16,2015-07-01-TOR-PIT,2015-07-01,TOR / PIT,TOR,Draft Pick,2016 1st Round,,conditional
2015-16,2015-07-01-TOR-PIT,2015-07-01,TOR / PIT,TOR,Player,Kasperi Kapanen,RW,
2015-16,2015-07-01-TOR-PIT,2015-07-01,TOR / PIT,PIT,Player,Tyler Biggs,RW,
2015-16,2015-07-01-TOR-PIT,2015-07-01,TOR / PIT,PIT,Draft Pick,2016 2nd Round,,conditional
2015-16,2015-07-01-TOR-PIT,2015-07-01,TOR / PIT,PIT,Player,Tim Erixon,LD,
2015-16,2015-07-01-TOR-PIT,2015-07-01,TOR / PIT,PIT,Player,Phil Kessel,RW,15% retained
2015-16,2015-07-01-NYR-NSH,2015-07-01,NYR / NSH,NYR,Player,Magnus Hellberg,G,
2015-16,2015-07-01-NYR-NSH,2015-07-01,NYR / NSH,NSH,Draft Pick,2017 6th Round,,
2015-16,2015-07-01-MTL-VAN,2015-07-01,MTL / VAN,MTL,Player,Zack Kassian,RW,
2015-16,2015-07-01-MTL-VAN,2015-07-01,MTL / VAN,MTL,Draft Pick,2016 5th Round,,
2015-16,2015-07-01-MTL-VAN,2015-07-01,MTL / VAN,VAN,Player,Brandon Prust,LW,
2015-16,2015-07-01-CGY-NSH,2015-07-01,CGY / NSH,CGY,Draft Pick,2016 4th Round,,conditional
2015-16,2015-07-01-CGY-NSH,2015-07-01,CGY / NSH,NSH,Player,Max Reinhart,C,
2015-16,2015-07-01-BOS-FLA,2015-07-01,BOS / FLA,BOS,Player,Jimmy Hayes,RW,
2015-16,2015-07-01-BOS-FLA,2015-07-01,BOS / FLA,FLA,Player,Reilly Smith,LW,
2015-16,2015-07-01-BOS-FLA,2015-07-01,BOS / FLA,FLA,Player,Marc Savard,C,
2016-17,2017-06-30-BUF-MIN,2017-06-30,BUF / MIN,BUF,Draft Pick,2018 4th Round,,
2016-17,2017-06-30-BUF-MIN,2017-06-30,BUF / MIN,BUF,Player,Marco Scandella,LD,
2016-17,2017-06-30-BUF-MIN,2017-06-30,BUF / MIN,BUF,Player,Jason Pominville,RW,
2016-17,2017-06-30-BUF-MIN,2017-06-30,BUF / MIN,MIN,Player,Marcus Foligno,LW,
2016-17,2017-06-30-BUF-MIN,2017-06-30,BUF / MIN,MIN,Draft Pick,2018 3rd Round,,
2016-17,2017-06-30-BUF-MIN,2017-06-30,BUF / MIN,MIN,Player,Tyler Ennis,RW,
2016-17,2017-06-29-CGY-CAR,2017-06-29,CGY / CAR,CGY,Player,Ryan Murphy,RD,
2016-17,2017-06-29-CGY-CAR,2017-06-29,CGY / CAR,CGY,Player,Eddie Lack,G,50% retained
2016-17,2017-06-29-CGY-CAR,2017-06-29,CGY / CAR,CGY,Draft Pick,2019 7th Round,,
2016-17,2017-06-29-CGY-CAR,2017-06-29,CGY / CAR,CAR,Player,Keegan Kanzig,LD,
2016-17,2017-06-29-CGY-CAR,2017-06-29,CGY / CAR,CAR,Draft Pick,2019 6th Round,,
2016-17,2017-06-26-DAL-VGK,2017-06-26,DAL / VGK,DAL,Player,Marc Methot,LD,
2016-17,2017-06-26-DAL-VGK,2017-06-26,DAL / VGK,VGK,Draft Pick,2020 2nd Round,,
2016-17,2017-06-26-DAL-VGK,2017-06-26,DAL / VGK,VGK,Player,Dylan Ferguson,G,
2016-17,2017-06-24-PHI-UTA,2017-06-24,PHI / UTA,PHI,Draft Pick,2017 2nd Round,,
2016-17,2017-06-24-PHI-UTA,2017-06-24,PHI / UTA,UTA,Draft Pick,2017 2nd Round,,
2016-17,2017-06-24-PHI-UTA,2017-06-24,PHI / UTA,UTA,Draft Pick,2017 4th Round,,
2016-17,2017-06-24-PHI-UTA,2017-06-24,PHI / UTA,UTA,Draft Pick,2017 3rd Round,,
2016-17,2017-06-24-NJD-SJS,2017-06-24,NJD / SJS,NJD,Draft Pick,2017 7th Round,,
2016-17,2017-06-24-NJD-SJS,2017-06-24,NJD / SJS,NJD,Draft Pick,2017 7th Round,,
2016-17,2017-06-24-NJD-SJS,2017-06-24,NJD / SJS,SJS,Draft Pick,2017 6th Round,,
2016-17,2017-06-24-LAK-NYI,2017-06-24,LAK / NYI,LAK,Draft Pick,2018 6th Round,,
2016-17,2017-06-24-LAK-NYI,2017-06-24,LAK / NYI,NYI,Draft Pick,2017 6th Round,,
2016-17,2017-06-24-EDM-UTA,2017-06-24,EDM / UTA,EDM,Draft Pick,2017 3rd Round,,
2016-17,2017-06-24-EDM-UTA,2017-06-24,EDM / UTA,UTA,Draft Pick,2017 5th Round,,
2016-17,2017-06-24-EDM-UTA,2017-06-24,EDM / UTA,UTA,Draft Pick,2017 3rd Round,,
2016-17,2017-06-24-NYR-SJS,2017-06-24,NYR / SJS,NYR,Draft Pick,2017 4th Round,,
2016-17,2017-06-24-NYR-SJS,2017-06-24,NYR / SJS,NYR,Draft Pick,2017 6th Round,,
2016-17,2017-06-24-NYR-SJS,2017-06-24,NYR / SJS,SJS,Draft Pick,2017 4th Round,,
2016-17,2017-06-24-MTL-PHI,2017-06-24,MTL / PHI,MTL,Draft Pick,2017 7th Round,,
2016-17,2017-06-24-MTL-PHI,2017-06-24,MTL / PHI,PHI,Draft Pick,2018 7th Round,,
2016-17,2017-06-24-CHI-VAN,2017-06-24,CHI / VAN,CHI,Draft Pick,2017 4th Round,,
2016-17,2017-06-24-CHI-VAN,2017-06-24,CHI / VAN,VAN,Draft Pick,2017 5th Round,,
2016-17,2017-06-24-CHI-VAN,2017-06-24,CHI / VAN,VAN,Draft Pick,2017 6th Round,,
2016-17,2017-06-24-CGY-NYI,2017-06-24,CGY / NYI,CGY,Draft Pick,2019 4th Round,,conditional
2016-17,2017-06-24-CGY-NYI,2017-06-24,CGY / NYI,CGY,Player,Travis Hamonic,RD,
2016-17,2017-06-24-CGY-NYI,2017-06-24,CGY / NYI,NYI,Draft Pick,2018 2nd Round,,
2016-17,2017-06-24-CGY-NYI,2017-06-24,CGY / NYI,NYI,Draft Pick,2018 1st Round,,
2016-17,2017-06-24-CGY-NYI,2017-06-24,CGY / NYI,NYI,Draft Pick,2019 2nd Round,,conditional
2016-17,2017-06-24-CBJ-VGK,2017-06-24,CBJ / VGK,CBJ,Draft Pick,2017 2nd Round,,
2016-17,2017-06-24-CBJ-VGK,2017-06-24,CBJ / VGK,VGK,Player,Keegan Kolesar,RW,
2016-17,2017-06-23-PIT-STL,2017-06-23,PIT / STL,PIT,Player,Ryan Reaves,RW,
2016-17,2017-06-23-PIT-STL,2017-06-23,PIT / STL,PIT,Draft Pick,2017 2nd Round,,
2016-17,2017-06-23-PIT-STL,2017-06-23,PIT / STL,STL,Draft Pick,2017 1st Round,,
2016-17,2017-06-23-PIT-STL,2017-06-23,PIT / STL,STL,Player,Oskar Sundqvist,C,
2016-17,2017-06-23-PHI-STL,2017-06-23,PHI / STL,PHI,Player,Jori Lehtera,C,
2016-17,2017-06-23-PHI-STL,2017-06-23,PHI / STL,PHI,Draft Pick,2018 1st Round,,conditional
2016-17,2017-06-23-PHI-STL,2017-06-23,PHI / STL,PHI,Draft Pick,2017 1st Round,,
2016-17,2017-06-23-PHI-STL,2017-06-23,PHI / STL,STL,Player,Brayden Schenn,C,
2016-17,2017-06-23-NYR-UTA,2017-06-23,NYR / UTA,NYR,Player,Anthony DeAngelo,RD,
2016-17,2017-06-23-NYR-UTA,2017-06-23,NYR / UTA,NYR,Draft Pick,2017 1st Round,,
2016-17,2017-06-23-NYR-UTA,2017-06-23,NYR / UTA,UTA,Player,Antti Raanta,G,
2016-17,2017-06-23-NYR-UTA,2017-06-23,NYR / UTA,UTA,Player,Derek Stepan,C,
2016-17,2017-06-23-CHI-UTA,2017-06-23,CHI / UTA,CHI,Player,Connor Murphy,RD,
2016-17,2017-06-23-CHI-UTA,2017-06-23,CHI / UTA,CHI,Player,Laurent Dauphin,C,
2016-17,2017-06-23-CHI-UTA,2017-06-23,CHI / UTA,UTA,Player,Niklas Hjalmarsson,LD,
2016-17,2017-06-23-CHI-DAL,2017-06-23,CHI / DAL,CHI,Draft Pick,2017 1st Round,,
2016-17,2017-06-23-CHI-DAL,2017-06-23,CHI / DAL,CHI,Draft Pick,2017 3rd Round,,
2016-17,2017-06-23-CHI-DAL,2017-06-23,CHI / DAL,DAL,Draft Pick,2017 1st Round,,
2016-17,2017-06-23-CHI-CBJ,2017-06-23,CHI / CBJ,CHI,Player,Anton Forsberg,G,
2016-17,2017-06-23-CHI-CBJ,2017-06-23,CHI / CBJ,CHI,Draft Pick,2018 5th Round,,
2016-17,2017-06-23-CHI-CBJ,2017-06-23,CHI / CBJ,CHI,Player,Brandon Saad,LW,
2016-17,2017-06-23-CHI-CBJ,2017-06-23,CHI / CBJ,CBJ,Player,Artemi Panarin,LW,
2016-17,2017-06-23-CHI-CBJ,2017-06-23,CHI / CBJ,CBJ,Draft Pick,2017 6th Round,,
2016-17,2017-06-23-CHI-CBJ,2017-06-23,CHI / CBJ,CBJ,Player,Tyler Motte,LW,
2016-17,2017-06-23-CBJ-MIN,2017-06-23,CBJ / MIN,CBJ,Player,Jordan Schroeder,C,
2016-17,2017-06-23-CBJ-MIN,2017-06-23,CBJ / MIN,MIN,Player,Dante Salituro,RW,
2016-17,2017-06-22-MTL-VGK,2017-06-22,MTL / VGK,MTL,Player,David Schlemko,LD,
2016-17,2017-06-22-MTL-VGK,2017-06-22,MTL / VGK,VGK,Draft Pick,2019 5th Round,,
2016-17,2017-06-22-CAR-VGK,2017-06-22,CAR / VGK,CAR,Draft Pick,2018 7th Round,,
2016-17,2017-06-22-CAR-VGK,2017-06-22,CAR / VGK,CAR,Player,Trevor van Riemsdyk,,
2016-17,2017-06-22-CAR-VGK,2017-06-22,CAR / VGK,VGK,Draft Pick,2017 2nd Round,,
2016-17,2017-06-22-NYI-EDM,2017-06-22,NYI / EDM,NYI,Player,Jordan Eberle,RW,
2016-17,2017-06-22-NYI-EDM,2017-06-22,NYI / EDM,EDM,Player,Ryan Strome,C,
2016-17,2017-06-21-WPG-VGK,2017-06-21,WPG / VGK,WPG,Other,Future Considerations,,
2016-17,2017-06-21-WPG-VGK,2017-06-21,WPG / VGK,WPG,Draft Pick,2017 1st Round,,
2016-17,2017-06-21-WPG-VGK,2017-06-21,WPG / VGK,VGK,Draft Pick,2019 3rd Round,,
2016-17,2017-06-21-WPG-VGK,2017-06-21,WPG / VGK,VGK,Draft Pick,2017 1st Round,,
2016-17,2017-06-21-TBL-VGK,2017-06-21,TBL / VGK,TBL,Other,Future Considerations,,
2016-17,2017-06-21-TBL-VGK,2017-06-21,TBL / VGK,VGK,Draft Pick,2018 4th Round,,
2016-17,2017-06-21-TBL-VGK,2017-06-21,TBL / VGK,VGK,Draft Pick,2017 2nd Round,,
2016-17,2017-06-21-TBL-VGK,2017-06-21,TBL / VGK,VGK,Player,Nikita Gusev,LW,
2016-17,2017-06-21-PIT-VGK,2017-06-21,PIT / VGK,PIT,Other,Future Considerations,,
2016-17,2017-06-21-PIT-VGK,2017-06-21,PIT / VGK,VGK,Draft Pick,2020 2nd Round,,
2016-17,2017-06-21-NYI-VGK,2017-06-21,NYI / VGK,NYI,Other,Future Considerations,,
2016-17,2017-06-21-NYI-VGK,2017-06-21,NYI / VGK,VGK,Player,Jake Bischoff,LD,
2016-17,2017-06-21-NYI-VGK,2017-06-21,NYI / VGK,VGK,Draft Pick,2019 2nd Round,,
2016-17,2017-06-21-NYI-VGK,2017-06-21,NYI / VGK,VGK,Player,Mikhail Grabovski,C,
2016-17,2017-06-21-NYI-VGK,2017-06-21,NYI / VGK,VGK,Draft Pick,2017 1st Round,,
2016-17,2017-06-21-MIN-VGK,2017-06-21,MIN / VGK,MIN,Other,Future Considerations,,
2016-17,2017-06-21-MIN-VGK,2017-06-21,MIN / VGK,MIN,Draft Pick,2018 3rd Round,,conditional
2016-17,2017-06-21-MIN-VGK,2017-06-21,MIN / VGK,VGK,Player,Alex Tuch,RW,
2016-17,2017-06-21-FLA-VGK,2017-06-21,FLA / VGK,FLA,Other,Future Considerations,,
2016-17,2017-06-21-FLA-VGK,2017-06-21,FLA / VGK,FLA,Draft Pick,2018 4th Round,,
2016-17,2017-06-21-FLA-VGK,2017-06-21,FLA / VGK,VGK,Player,Reilly Smith,LW,
2016-17,2017-06-21-CBJ-VGK,2017-06-21,CBJ / VGK,CBJ,Other,Future Considerations,,
2016-17,2017-06-21-CBJ-VGK,2017-06-21,CBJ / VGK,VGK,Player,David Clarkson,RW,
2016-17,2017-06-21-CBJ-VGK,2017-06-21,CBJ / VGK,VGK,Draft Pick,2017 1st Round,,
2016-17,2017-06-21-CBJ-VGK,2017-06-21,CBJ / VGK,VGK,Draft Pick,2019 2nd Round,,
2016-17,2017-06-21-CAR-VGK,2017-06-21,CAR / VGK,CAR,Other,Future Considerations,,
2016-17,2017-06-21-CAR-VGK,2017-06-21,CAR / VGK,VGK,Draft Pick,2017 5th Round,,
2016-17,2017-06-21-BUF-VGK,2017-06-21,BUF / VGK,BUF,Other,Future Considerations,,
2016-17,2017-06-21-BUF-VGK,2017-06-21,BUF / VGK,VGK,Draft Pick,2017 6th Round,,
2016-17,2017-06-21-ANA-VGK,2017-06-21,ANA / VGK,ANA,Other,Future Considerations,,
2016-17,2017-06-21-ANA-VGK,2017-06-21,ANA / VGK,VGK,Player,Shea Theodore,RD,
2016-17,2017-06-17-MTL-BUF,2017-06-17,MTL / BUF,MTL,Draft Pick,2017 3rd Round,,
2016-17,2017-06-17-MTL-BUF,2017-06-17,MTL / BUF,BUF,Player,Nathan Beaulieu,LD,
2016-17,2017-06-17-NJD-SJS,2017-06-17,NJD / SJS,NJD,Draft Pick,2017 5th Round,,
2016-17,2017-06-17-NJD-SJS,2017-06-17,NJD / SJS,NJD,Player,Mirco Mueller,LD,
2016-17,2017-06-17-NJD-SJS,2017-06-17,NJD / SJS,SJS,Draft Pick,2017 4th Round,,
2016-17,2017-06-17-NJD-SJS,2017-06-17,NJD / SJS,SJS,Draft Pick,2017 2nd Round,,
2016-17,2017-06-17-CGY-UTA,2017-06-17,CGY / UTA,CGY,Player,Mike Smith,G,25.000004411764447% retained
2016-17,2017-06-17-CGY-UTA,2017-06-17,CGY / UTA,UTA,Draft Pick,2018 3rd Round,,conditional
2016-17,2017-06-17-CGY-UTA,2017-06-17,CGY / UTA,UTA,Player,Chad Johnson,G,
2016-17,2017-06-17-CGY-UTA,2017-06-17,CGY / UTA,UTA,Player,Brandon Hickey,LD,
2016-17,2017-06-16-PHI-UTA,2017-06-16,PHI / UTA,PHI,Player,Brendan Warren,LW,
2016-17,2017-06-16-PHI-UTA,2017-06-16,PHI / UTA,PHI,Draft Pick,2018 5th Round,,
2016-17,2017-06-16-PHI-UTA,2017-06-16,PHI / UTA,UTA,Player,Nick Cousins,LW,
2016-17,2017-06-16-PHI-UTA,2017-06-16,PHI / UTA,UTA,Player,Merrick Madsen,G,
2016-17,2017-06-15-MTL-TBL,2017-06-15,MTL / TBL,MTL,Player,Jonathan Drouin,LW,
2016-17,2017-06-15-MTL-TBL,2017-06-15,MTL / TBL,MTL,Draft Pick,2018 6th Round,,conditional
2016-17,2017-06-15-MTL-TBL,2017-06-15,MTL / TBL,TBL,Draft Pick,2018 2nd Round,,conditional
2016-17,2017-06-15-MTL-TBL,2017-06-15,MTL / TBL,TBL,Player,Mikhail Sergachev,LD,
2016-17,2017-06-14-WSH-MIN,2017-06-14,WSH / MIN,WSH,Player,Tyler Graovac,C,
2016-17,2017-06-14-WSH-MIN,2017-06-14,WSH / MIN,MIN,Draft Pick,2018 5th Round,,
2016-17,2017-05-31-LAK-TBL,2017-05-31,LAK / TBL,LAK,Player,Bokondji Imama,RW,
2016-17,2017-05-31-LAK-TBL,2017-05-31,LAK / TBL,TBL,Draft Pick,2018 7th Round,,conditional
2016-17,2017-05-09-LAK-DAL,2017-05-09,LAK / DAL,LAK,Draft Pick,2017 4th Round,,
2016-17,2017-05-09-LAK-DAL,2017-05-09,LAK / DAL,DAL,Player,Ben Bishop,G,
2016-17,2017-04-28-CHI-CAR,2017-04-28,CHI / CAR,CHI,Draft Pick,2017 3rd Round,,
2016-17,2017-04-28-CHI-CAR,2017-04-28,CHI / CAR,CAR,Player,Scott Darling,G,
2016-17,2017-03-06-NJD-OTT,2017-03-06,NJD / OTT,NJD,Other,Future Considerations,,
2016-17,2017-03-06-NJD-OTT,2017-03-06,NJD / OTT,OTT,Player,Brandon Gormley,LD,
2016-17,2017-03-01-WSH-COL,2017-03-01,WSH / COL,WSH,Player,Cody Corbett,LD,
2016-17,2017-03-01-WSH-COL,2017-03-01,WSH / COL,COL,Player,Joe Cannata,G,
2016-17,2017-03-01-PIT-TBL,2017-03-01,PIT / TBL,PIT,Player,Mark Streit,LD,47.65% retained
2016-17,2017-03-01-PIT-TBL,2017-03-01,PIT / TBL,TBL,Draft Pick,2018 4th Round,,
2016-17,2017-03-01-NJD-NSH,2017-03-01,NJD / NSH,NJD,Draft Pick,2017 6th Round,,
2016-17,2017-03-01-NJD-NSH,2017-03-01,NJD / NSH,NSH,Player,PA Parenteau,RW,
2016-17,2017-03-01-NJD-CBJ,2017-03-01,NJD / CBJ,NJD,Player,Dalton Prout,RD,
2016-17,2017-03-01-NJD-CBJ,2017-03-01,NJD / CBJ,CBJ,Player,Kyle Quincey,LD,
2016-17,2017-03-01-MTL-LAK,2017-03-01,MTL / LAK,MTL,Player,Dwight King,LW,
2016-17,2017-03-01-MTL-LAK,2017-03-01,MTL / LAK,LAK,Draft Pick,2018 4th Round,,conditional
2016-17,2017-03-01-MTL-DET,2017-03-01,MTL / DET,MTL,Player,Steve Ott,C,
2016-17,2017-03-01-MTL-DET,2017-03-01,MTL / DET,DET,Draft Pick,2018 6th Round,,
2016-17,2017-03-01-MTL-COL,2017-03-01,MTL / COL,MTL,Player,Andreas Martinsen,LW,
2016-17,2017-03-01-MTL-COL,2017-03-01,MTL / COL,COL,Player,Sven Andrighetto,RW,
2016-17,2017-03-01-DET-FLA,2017-03-01,DET / FLA,DET,Player,Dylan McIlrath,RD,
2016-17,2017-03-01-DET-FLA,2017-03-01,DET / FLA,DET,Draft Pick,2017 3rd Round,,conditional
2016-17,2017-03-01-DET-FLA,2017-03-01,DET / FLA,FLA,Player,Thomas Vanek,LW,50% retained
2016-17,2017-03-01-DAL-CBJ,2017-03-01,DAL / CBJ,DAL,Player,Dillon Heatherington,LD,
2016-17,2017-03-01-DAL-CBJ,2017-03-01,DAL / CBJ,CBJ,Player,Lauri Korpikoski,LW,
2016-17,2017-03-01-CHI-ANA,2017-03-01,CHI / ANA,CHI,Draft Pick,2019 7th Round,,
2016-17,2017-03-01-CHI-ANA,2017-03-01,CHI / ANA,CHI,Player,Kenton Helgesen,LW,
2016-17,2017-03-01-CHI-ANA,2017-03-01,CHI / ANA,ANA,Player,Sam Carrick,C,
2016-17,2017-03-01-CHI-ANA,2017-03-01,CHI / ANA,ANA,Player,Spencer Abbott,LW,
2016-17,2017-03-01-BOS-WPG,2017-03-01,BOS / WPG,BOS,Player,Drew Stafford,RW,
2016-17,2017-03-01-BOS-WPG,2017-03-01,BOS / WPG,WPG,Draft Pick,2018 5th Round,,conditional
2016-17,2017-03-01-VAN-SJS,2017-03-01,VAN / SJS,VAN,Player,Nikolay Goldobin,RW,
2016-17,2017-03-01-VAN-SJS,2017-03-01,VAN / SJS,VAN,Draft Pick,2017 4th Round,,conditional
2016-17,2017-03-01-VAN-SJS,2017-03-01,VAN / SJS,SJS,Player,Jannik Hansen,RW,20% retained
2016-17,2017-03-01-TOR-PIT,2017-03-01,TOR / PIT,TOR,Player,Eric Fehr,C,
2016-17,2017-03-01-TOR-PIT,2017-03-01,TOR / PIT,TOR,Draft Pick,2017 4th Round,,
2016-17,2017-03-01-TOR-PIT,2017-03-01,TOR / PIT,TOR,Player,Steve Oleksy,RD,
2016-17,2017-03-01-TOR-PIT,2017-03-01,TOR / PIT,PIT,Player,Frank Corrado,RD,
2016-17,2017-03-01-TBL-FLA,2017-03-01,TBL / FLA,TBL,Player,Mike McKenna,G,
2016-17,2017-03-01-TBL-FLA,2017-03-01,TBL / FLA,FLA,Player,Adam Wilcox,G,
2016-17,2017-03-01-PHI-TBL,2017-03-01,PHI / TBL,PHI,Player,Valtteri Filppula,C,
2016-17,2017-03-01-PHI-TBL,2017-03-01,PHI / TBL,PHI,Draft Pick,2017 4th Round,,
2016-17,2017-03-01-PHI-TBL,2017-03-01,PHI / TBL,PHI,Draft Pick,2017 7th Round,,conditional
2016-17,2017-03-01-PHI-TBL,2017-03-01,PHI / TBL,TBL,Player,Mark Streit,LD,4.7% retained
2016-17,2017-03-01-NYR-EDM,2017-03-01,NYR / EDM,NYR,Player,Taylor Beck,LW,
2016-17,2017-03-01-NYR-EDM,2017-03-01,NYR / EDM,EDM,Player,Justin Fontaine,RW,
2016-17,2017-03-01-NJD-FLA,2017-03-01,NJD / FLA,NJD,Player,Shane Harper,RW,
2016-17,2017-03-01-NJD-FLA,2017-03-01,NJD / FLA,FLA,Player,Reece Scarlett,RD,
2016-17,2017-03-01-LAK-COL,2017-03-01,LAK / COL,LAK,Player,Jarome Iginla,RW,49.99999062499941% retained
2016-17,2017-03-01-LAK-COL,2017-03-01,LAK / COL,COL,Draft Pick,2018 4th Round,,conditional
2016-17,2017-03-01-COL-UTA,2017-03-01,COL / UTA,COL,Player,Brendan Ranford,LW,
2016-17,2017-03-01-COL-UTA,2017-03-01,COL / UTA,UTA,Player,Joe Whitney,RW,
2016-17,2017-03-01-CGY-OTT,2017-03-01,CGY / OTT,CGY,Player,Michael Kostka,RD,
2016-17,2017-03-01-CGY-OTT,2017-03-01,CGY / OTT,CGY,Player,Curtis Lazar,C,
2016-17,2017-03-01-CGY-OTT,2017-03-01,CGY / OTT,OTT,Draft Pick,2017 2nd Round,,
2016-17,2017-03-01-CGY-OTT,2017-03-01,CGY / OTT,OTT,Player,Jyrki Jokipakka,LD,
2016-17,2017-02-28-NYR-DET,2017-02-28,NYR / DET,NYR,Player,Brendan Smith,LD,
2016-17,2017-02-28-NYR-DET,2017-02-28,NYR / DET,DET,Draft Pick,2017 3rd Round,,
2016-17,2017-02-28-NYR-DET,2017-02-28,NYR / DET,DET,Draft Pick,2018 2nd Round,,
2016-17,2017-02-28-NYR-BUF,2017-02-28,NYR / BUF,NYR,Player,Daniel Catenacci,C,
2016-17,2017-02-28-NYR-BUF,2017-02-28,NYR / BUF,BUF,Player,Mat Bodie,LD,
2016-17,2017-02-28-MTL-EDM,2017-02-28,MTL / EDM,MTL,Player,Brandon Davidson,LD,
2016-17,2017-02-28-MTL-EDM,2017-02-28,MTL / EDM,EDM,Player,David Desharnais,C,20% retained
2016-17,2017-02-28-CHI-DAL,2017-02-28,CHI / DAL,CHI,Player,Johnny Oduya,LD,50% retained
2016-17,2017-02-28-CHI-DAL,2017-02-28,CHI / DAL,DAL,Player,Mark McNeill,C,
2016-17,2017-02-28-CHI-DAL,2017-02-28,CHI / DAL,DAL,Draft Pick,2018 4th Round,,conditional
2016-17,2017-02-28-CAR-OTT,2017-02-28,CAR / OTT,CAR,Draft Pick,2017 3rd Round,,
2016-17,2017-02-28-CAR-OTT,2017-02-28,CAR / OTT,OTT,Player,Viktor Stalberg,LW,
