PLAYERS,TEAM,POS,AGE,CAP HIT,TOTAL,AAV,TERM,SIGN. STATUS,SIGN. AGE,EXPIRY,CONTRACT START,EXPIRY YEAR,WAIVERS EXEMPT,SIGNED BY,BASE SALARY,SIGNING BONUS,PERF BONUS,TYPE
"Heidt, Riley",MIN,C,21,"$940,833","$950,000","$940,833",3 yrs,,18,RFA,2024,2028,Yes,Bill Guerin,"$855,000","$95,000",$0,ELC
"Lindstein, Theo",STL,LD,21,"$940,833","$950,000","$940,833",3 yrs,,19,RFA,2024,2028,Yes,Doug Armstrong,"$855,000","$95,000",$0,ELC
"Squires, Cam",NJD,RW,21,"$938,333","$945,000","$1,018,333",3 yrs,,19,RFA,2024,2028,Yes,Tom Fitzgerald,"$850,000","$95,000","$80,000",ELC
"Morin, Etienne",CGY,LD,21,"$938,333","$945,000","$985,000",3 yrs,,19,RFA,2024,2028,Yes,Craig Conroy,"$850,000","$95,000","$55,000",ELC
"Sawchyn, Gracyn",FLA,C,21,"$938,333","$945,000","$938,333",3 yrs,,19,RFA,2024,2028,Yes,Bill Zito,"$850,000","$95,000",$0,ELC
"Nurmi, Jesse",NYI,LW,21,"$938,333","$945,000","$1,018,333",3 yrs,,19,RFA,2024,2028,Yes,Lou Lamoriello,"$850,000","$95,000","$80,000",ELC
"Pekarcik, Juraj",STL,LW,20,"$938,333","$945,000","$1,018,333",3 yrs,,18,RFA,2024,2028,Yes,Doug Armstrong,"$850,000","$95,000","$80,000",ELC
"Burns, Quinton",STL,LD,21,"$938,333","$945,000","$1,018,333",3 yrs,,19,RFA,2024,2028,Yes,Doug Armstrong,"$850,000","$95,000","$80,000",ELC
"Stancl, Jakub",STL,C,21,"$936,111","$945,000","$986,111",3 yrs,,19,RFA,2024,2028,Yes,Doug Armstrong,"$850,000","$95,000","$35,000",ELC
"Goldsmith, Terrell",UTA,LD,21,"$936,111","$935,000","$989,444",3 yrs,,19,RFA,2024,2028,Yes,Bill Armstrong,"$850,000","$85,000","$80,000",ELC
"Danford, Ben",TOR,RD,20,"$936,056","$959,500","$936,056",3 yrs,,18,RFA,2024,2029,Yes,Brad Treliving,"$862,000","$97,500",$0,ELC
"O'Reilly, Sam",TBL,RW,20,"$936,056","$959,500","$936,056",3 yrs,,18,RFA,2024,2029,Yes,Stan Bowman,"$862,000","$97,500",$0,ELC
"Price, Caden",SEA,LD,20,"$935,556","$940,000","$978,056",3 yrs,,18,RFA,2024,2028,Yes,Ron Francis,"$850,000","$90,000","$35,000",ELC
"Nordh, Noel",UTA,LW,21,"$935,000","$940,000","$970,000",3 yrs,,19,RFA,2024,2028,Yes,Bill Armstrong,"$850,000","$90,000","$35,000",ELC
"Ratzlaff, Scott",BUF,G,21,"$935,000","$940,000","$935,000",3 yrs,,19,RFA,2024,2028,Yes,Kevyn Adams,"$850,000","$90,000",$0,ELC
"Clara, Damian",ANA,G,21,"$934,167","$945,000","$1,005,833",3 yrs,,19,RFA,2024,2028,Yes,Pat Verbeek,"$850,000","$95,000","$80,000",ELC
"Pinelli, Luca",CBJ,"LW, RW, C",21,"$934,167","$945,000","$1,005,833",3 yrs,,19,RFA,2024,2028,Yes,John Davidson,"$850,000","$95,000","$80,000",ELC
"Bertucci, Tristan",DAL,LD,20,"$934,167","$945,000","$1,005,833",3 yrs,,18,RFA,2024,2028,Yes,Jim Nill,"$850,000","$95,000","$80,000",ELC
"Edwards, Ethan",NJD,LD,24,"$933,750","$942,500","$933,750",2 yrs,,22,RFA,2025,2027,Yes,Tom Fitzgerald,"$850,000","$92,500",$0,ELC
"Hallum, Jackson",VGK,LW,23,"$933,750","$942,500","$933,750",2 yrs,,22,RFA,2025,2027,Yes,Kelly McCrimmon,"$850,000","$92,500",$0,ELC
"Kirsanov, Kirill",LAK,LD,23,"$933,750","$942,500","$933,750",2 yrs,,22,RFA,2025,2027,Yes,Ken Holland,"$850,000","$92,500",$0,ELC
"Lachance, Shane",NJD,LW,22,"$933,750","$942,500","$1,183,750",2 yrs,,21,RFA,2025,2027,Yes,Tom Fitzgerald,"$850,000","$92,500","$250,000",ELC
"Basha, Andrew",CGY,LW,20,"$932,500","$947,500","$1,010,000",3 yrs,,18,RFA,2024,2029,Yes,Craig Conroy,"$850,000","$97,500","$102,500",ELC
"Badinka, Dominik",CAR,RD,20,"$932,500","$947,500","$1,003,950",3 yrs,,18,RFA,2024,2029,Yes,Eric Tulsky,"$850,000","$97,500","$102,500",ELC
"Mateiko, Eriks",WSH,LW,20,"$932,500","$947,500","$1,018,333",3 yrs,,18,RFA,2024,2029,Yes,Brian MacLellan,"$850,000","$97,500","$102,500",ELC
"Protas, Ilya",WSH,"C, LW",19,"$932,500","$947,500","$1,018,333",3 yrs,,17,RFA,2024,2029,Yes,Brian MacLellan,"$850,000","$97,500","$102,500",ELC
"He, Kevin",WPG,LW,20,"$932,500","$947,500","$1,035,000",3 yrs,,18,RFA,2024,2029,Yes,Kevin Cheveldayoff,"$850,000","$97,500","$102,500",ELC
"Saarinen, Kim",SEA,G,19,"$932,500","$947,500","$1,035,000",3 yrs,,17,RFA,2024,2029,Yes,Ron Francis,"$850,000","$97,500","$102,500",ELC
"Muggli, Leon",WSH,LD,19,"$932,500","$947,500","$966,667",3 yrs,,18,RFA,2024,2029,Yes,Brian MacLellan,"$850,000","$97,500","$102,500",ELC
"Gill, Spencer",PHI,RD,19,"$932,500","$947,500","$985,000",3 yrs,,18,RFA,2024,2029,Yes,Daniel Brière,"$850,000","$97,500","$102,500",ELC
"Marrelli, Luca",CBJ,RD,20,"$931,944","$945,000","$1,019,444",3 yrs,,19,RFA,2024,2029,Yes,Don Waddell,"$850,000","$95,000","$102,500",ELC
"Alriksson, Vilmer",VAN,LW,21,"$931,667","$935,000","$931,667",3 yrs,,19,RFA,2024,2028,Yes,Patrik Allvin,"$850,000","$85,000",$0,ELC
"Peart, Jack",MIN,LD,23,"$930,833","$942,500","$930,833",3 yrs,,20,RFA,2024,2027,Yes,Bill Guerin,"$850,000","$92,500",$0,ELC
"Ufko, Ryan",NSH,"RD, LD",23,"$930,833","$942,500","$930,833",3 yrs,,20,RFA,2024,2027,Yes,Barry Trotz,"$850,000","$92,500",$0,ELC
"Buium, Shai",DET,LD,23,"$930,833","$942,500","$930,833",3 yrs,,21,RFA,2024,2027,Yes,Steve Yzerman,"$850,000","$92,500",$0,ELC
"Broz, Tristan",PIT,C,23,"$930,833","$942,500","$930,833",3 yrs,,21,RFA,2024,2027,Yes,Kyle Dubas,"$850,000","$92,500",$0,ELC
"Allen, Cam",WSH,RD,21,"$930,000","$945,000","$993,333",3 yrs,,19,RFA,2024,2028,Yes,Brian MacLellan,"$850,000","$95,000","$55,000",ELC
"Kaplan, Devin",PHI,RW,22,"$930,000","$945,000","$930,000",3 yrs,,21,RFA,2024,2027,Yes,Daniel Brière,"$850,000","$95,000",$0,ELC
"Gojsic, Hiroki",NSH,RW,20,"$930,000","$940,000","$965,000",3 yrs,,18,RFA,2024,2029,Yes,Barry Trotz,"$850,000","$90,000","$35,000",ELC
"George, Carter",LAK,G,20,"$929,167","$937,500","$929,167",3 yrs,,18,RFA,2024,2029,Yes,Rob Blake,"$850,000","$87,500",$0,ELC
"Brunicke, Harrison",PIT,RD,20,"$929,167","$937,500","$929,167",3 yrs,,18,RFA,2024,2029,Yes,Kyle Dubas,"$850,000","$87,500",$0,ELC
"Howe, Tanner",PIT,LW,20,"$929,167","$937,500","$929,167",3 yrs,,18,RFA,2024,2029,Yes,Kyle Dubas,"$850,000","$87,500",$0,ELC
"St. Martin, Hunter",FLA,LW,21,"$928,889","$932,500","$928,889",3 yrs,,19,RFA,2024,2028,Yes,Bill Zito,"$850,000","$82,500",$0,ELC
"Clattenburg, Connor",EDM,"LW, RW, C",21,"$928,333","$930,000","$928,333",3 yrs,,19,RFA,2024,2028,Yes,Stan Bowman,"$850,000","$80,000",$0,ELC
"Johansson, Loke",BOS,LD,20,"$928,333","$935,000","$928,333",3 yrs,,18,RFA,2024,2029,Yes,Don Sweeney,"$850,000","$85,000",$0,ELC
"Andonovski, Matthew",OTT,LD,21,"$928,333","$930,000","$928,333",3 yrs,,19,RFA,2024,2028,Yes,Steve Staios,"$850,000","$80,000",$0,ELC
"Gibson, Andrew",NSH,RD,21,"$925,000","$945,000","$978,333",3 yrs,,19,RFA,2024,2028,Yes,Steve Yzerman,"$850,000","$95,000","$80,000",ELC
"Miroshnichenko, Ivan",WSH,"RW, LW",22,"$925,000","$900,000","$925,000",2 yrs,RFA,21,RFA,2026,2028,No,Brian MacLellan,"$850,000","$50,000",$0,Std (Ext)
"Khusnutdinov, Marat",BOS,"LW, RW, C",23,"$925,000","$950,000","$925,000",2 yrs,RFA,22,RFA (Arb),2025,2027,No,Don Sweeney,"$950,000",$0,$0,Std (Ext)
"Lardis, Nick",CHI,"RW, LW",20,"$925,000","$945,000","$978,333",3 yrs,,18,RFA,2024,2028,Yes,Kyle Davidson,"$850,000","$95,000","$80,000",ELC
"Tucker, Tyler",STL,"LD, RD",26,"$925,000","$950,000","$925,000",2 yrs,RFA (Arb),24,UFA,2025,2027,No,Doug Armstrong,"$950,000",$0,$0,Std (Ext)
"Kumpulainen, Rasmus",MIN,C,20,"$924,583","$945,000","$977,083",3 yrs,,18,RFA,2024,2028,Yes,Bill Guerin,"$850,000","$95,000","$55,000",ELC
"Suniev, Aydar",CGY,"RW, LW",21,"$923,333","$950,000","$923,333",3 yrs,,20,RFA,2024,2027,Yes,Craig Conroy,"$855,000","$95,000",$0,ELC
"Fortescue, Drew",NYR,LD,21,"$923,333","$950,000","$923,333",3 yrs,,20,RFA,2025,2028,Yes,Chris Drury,"$855,000","$95,000",$0,ELC
"Kiiskinen, Jesse",DET,RW,20,"$923,333","$950,000","$923,333",3 yrs,,19,RFA,2025,2028,Yes,Steve Yzerman,"$855,000","$95,000",$0,ELC
"Lutz, Julian",UTA,LW,22,"$923,333","$950,000","$950,000",3 yrs,,20,RFA,2024,2027,Yes,Bill Armstrong,"$855,000","$95,000",$0,ELC
"Chesley, Ryan",WSH,RD,22,"$923,333","$950,000","$923,333",3 yrs,,21,RFA,2025,2028,Yes,Brian MacLellan,"$855,000","$95,000",$0,ELC
"Spellacy, Anthony (AJ)",CHI,RW,20,"$922,917","$947,500","$991,250",3 yrs,,18,RFA,2024,2028,Yes,Kyle Davidson,"$850,000","$97,500","$102,500",ELC
"Valis, Borya",TOR,RW,22,"$922,500","$947,500","$1,025,000",3 yrs,,20,RFA,2025,2028,Yes,Brad Treliving,"$850,000","$97,500","$102,500",ELC
"MacDonald, Caleb",CBJ,LD,23,"$922,500","$947,500","$922,500",2 yrs,,22,RFA,2025,2027,Yes,Don Waddell,"$850,000","$97,500",$0,ELC
"Danford, Ben",TOR,RD,20,"$936,056","$959,500","$936,056",3 yrs,,18,RFA,2024,2029,Yes,Brad Treliving,"$862,000","$97,500",$0,ELC
"O'Reilly, Sam",TBL,RW,20,"$936,056","$959,500","$936,056",3 yrs,,18,RFA,2024,2029,Yes,Stan Bowman,"$862,000","$97,500",$0,ELC
"Price, Caden",SEA,LD,20,"$935,556","$940,000","$978,056",3 yrs,,18,RFA,2024,2028,Yes,Ron Francis,"$850,000","$90,000","$35,000",ELC
"Nordh, Noel",UTA,LW,21,"$935,000","$940,000","$970,000",3 yrs,,19,RFA,2024,2028,Yes,Bill Armstrong,"$850,000","$90,000","$35,000",ELC
"Ratzlaff, Scott",BUF,G,21,"$935,000","$940,000","$935,000",3 yrs,,19,RFA,2024,2028,Yes,Kevyn Adams,"$850,000","$90,000",$0,ELC
"Clara, Damian",ANA,G,21,"$934,167","$945,000","$1,005,833",3 yrs,,19,RFA,2024,2028,Yes,Pat Verbeek,"$850,000","$95,000","$80,000",ELC
"Pinelli, Luca",CBJ,"LW, RW, C",21,"$934,167","$945,000","$1,005,833",3 yrs,,19,RFA,2024,2028,Yes,John Davidson,"$850,000","$95,000","$80,000",ELC
"Bertucci, Tristan",DAL,LD,20,"$934,167","$945,000","$1,005,833",3 yrs,,18,RFA,2024,2028,Yes,Jim Nill,"$850,000","$95,000","$80,000",ELC
"Edwards, Ethan",NJD,LD,24,"$933,750","$942,500","$933,750",2 yrs,,22,RFA,2025,2027,Yes,Tom Fitzgerald,"$850,000","$92,500",$0,ELC
"Hallum, Jackson",VGK,LW,23,"$933,750","$942,500","$933,750",2 yrs,,22,RFA,2025,2027,Yes,Kelly McCrimmon,"$850,000","$92,500",$0,ELC
"Kirsanov, Kirill",LAK,LD,23,"$933,750","$942,500","$933,750",2 yrs,,22,RFA,2025,2027,Yes,Ken Holland,"$850,000","$92,500",$0,ELC
"Lachance, Shane",NJD,LW,22,"$933,750","$942,500","$1,183,750",2 yrs,,21,RFA,2025,2027,Yes,Tom Fitzgerald,"$850,000","$92,500","$250,000",ELC
"Basha, Andrew",CGY,LW,20,"$932,500","$947,500","$1,010,000",3 yrs,,18,RFA,2024,2029,Yes,Craig Conroy,"$850,000","$97,500","$102,500",ELC
"Badinka, Dominik",CAR,RD,20,"$932,500","$947,500","$1,003,950",3 yrs,,18,RFA,2024,2029,Yes,Eric Tulsky,"$850,000","$97,500","$102,500",ELC
"Mateiko, Eriks",WSH,LW,20,"$932,500","$947,500","$1,018,333",3 yrs,,18,RFA,2024,2029,Yes,Brian MacLellan,"$850,000","$97,500","$102,500",ELC
"Protas, Ilya",WSH,"C, LW",19,"$932,500","$947,500","$1,018,333",3 yrs,,17,RFA,2024,2029,Yes,Brian MacLellan,"$850,000","$97,500","$102,500",ELC
"He, Kevin",WPG,LW,20,"$932,500","$947,500","$1,035,000",3 yrs,,18,RFA,2024,2029,Yes,Kevin Cheveldayoff,"$850,000","$97,500","$102,500",ELC
"Saarinen, Kim",SEA,G,19,"$932,500","$947,500","$1,035,000",3 yrs,,17,RFA,2024,2029,Yes,Ron Francis,"$850,000","$97,500","$102,500",ELC
"Muggli, Leon",WSH,LD,19,"$932,500","$947,500","$966,667",3 yrs,,18,RFA,2024,2029,Yes,Brian MacLellan,"$850,000","$97,500","$102,500",ELC
"Gill, Spencer",PHI,RD,19,"$932,500","$947,500","$985,000",3 yrs,,18,RFA,2024,2029,Yes,Daniel Brière,"$850,000","$97,500","$102,500",ELC
"Marrelli, Luca",CBJ,RD,20,"$931,944","$945,000","$1,019,444",3 yrs,,19,RFA,2024,2029,Yes,Don Waddell,"$850,000","$95,000","$102,500",ELC
"Alriksson, Vilmer",VAN,LW,21,"$931,667","$935,000","$931,667",3 yrs,,19,RFA,2024,2028,Yes,Patrik Allvin,"$850,000","$85,000",$0,ELC
"Peart, Jack",MIN,LD,23,"$930,833","$942,500","$930,833",3 yrs,,20,RFA,2024,2027,Yes,Bill Guerin,"$850,000","$92,500",$0,ELC
"Ufko, Ryan",NSH,"RD, LD",23,"$930,833","$942,500","$930,833",3 yrs,,20,RFA,2024,2027,Yes,Barry Trotz,"$850,000","$92,500",$0,ELC
"Buium, Shai",DET,LD,23,"$930,833","$942,500","$930,833",3 yrs,,21,RFA,2024,2027,Yes,Steve Yzerman,"$850,000","$92,500",$0,ELC
"Broz, Tristan",PIT,C,23,"$930,833","$942,500","$930,833",3 yrs,,21,RFA,2024,2027,Yes,Kyle Dubas,"$850,000","$92,500",$0,ELC
"Allen, Cam",WSH,RD,21,"$930,000","$945,000","$993,333",3 yrs,,19,RFA,2024,2028,Yes,Brian MacLellan,"$850,000","$95,000","$55,000",ELC
"Kaplan, Devin",PHI,RW,22,"$930,000","$945,000","$930,000",3 yrs,,21,RFA,2024,2027,Yes,Daniel Brière,"$850,000","$95,000",$0,ELC
"Gojsic, Hiroki",NSH,RW,20,"$930,000","$940,000","$965,000",3 yrs,,18,RFA,2024,2029,Yes,Barry Trotz,"$850,000","$90,000","$35,000",ELC
"George, Carter",LAK,G,20,"$929,167","$937,500","$929,167",3 yrs,,18,RFA,2024,2029,Yes,Rob Blake,"$850,000","$87,500",$0,ELC
"Brunicke, Harrison",PIT,RD,20,"$929,167","$937,500","$929,167",3 yrs,,18,RFA,2024,2029,Yes,Kyle Dubas,"$850,000","$87,500",$0,ELC
"Howe, Tanner",PIT,LW,20,"$929,167","$937,500","$929,167",3 yrs,,18,RFA,2024,2029,Yes,Kyle Dubas,"$850,000","$87,500",$0,ELC
"St. Martin, Hunter",FLA,LW,21,"$928,889","$932,500","$928,889",3 yrs,,19,RFA,2024,2028,Yes,Bill Zito,"$850,000","$82,500",$0,ELC
"Clattenburg, Connor",EDM,"LW, RW, C",21,"$928,333","$930,000","$928,333",3 yrs,,19,RFA,2024,2028,Yes,Stan Bowman,"$850,000","$80,000",$0,ELC
"Johansson, Loke",BOS,LD,20,"$928,333","$935,000","$928,333",3 yrs,,18,RFA,2024,2029,Yes,Don Sweeney,"$850,000","$85,000",$0,ELC
"Andonovski, Matthew",OTT,LD,21,"$928,333","$930,000","$928,333",3 yrs,,19,RFA,2024,2028,Yes,Steve Staios,"$850,000","$80,000",$0,ELC
"Gibson, Andrew",NSH,RD,21,"$925,000","$945,000","$978,333",3 yrs,,19,RFA,2024,2028,Yes,Steve Yzerman,"$850,000","$95,000","$80,000",ELC
"Miroshnichenko, Ivan",WSH,"RW, LW",22,"$925,000","$900,000","$925,000",2 yrs,RFA,21,RFA,2026,2028,No,Brian MacLellan,"$850,000","$50,000",$0,Std (Ext)
"Khusnutdinov, Marat",BOS,"LW, RW, C",23,"$925,000","$950,000","$925,000",2 yrs,RFA,22,RFA (Arb),2025,2027,No,Don Sweeney,"$950,000",$0,$0,Std (Ext)
"Lardis, Nick",CHI,"RW, LW",20,"$925,000","$945,000","$978,333",3 yrs,,18,RFA,2024,2028,Yes,Kyle Davidson,"$850,000","$95,000","$80,000",ELC
"Tucker, Tyler",STL,"LD, RD",26,"$925,000","$950,000","$925,000",2 yrs,RFA (Arb),24,UFA,2025,2027,No,Doug Armstrong,"$950,000",$0,$0,Std (Ext)
"Kumpulainen, Rasmus",MIN,C,20,"$924,583","$945,000","$977,083",3 yrs,,18,RFA,2024,2028,Yes,Bill Guerin,"$850,000","$95,000","$55,000",ELC
"Suniev, Aydar",CGY,"RW, LW",21,"$923,333","$950,000","$923,333",3 yrs,,20,RFA,2024,2027,Yes,Craig Conroy,"$855,000","$95,000",$0,ELC
"Fortescue, Drew",NYR,LD,21,"$923,333","$950,000","$923,333",3 yrs,,20,RFA,2025,2028,Yes,Chris Drury,"$855,000","$95,000",$0,ELC
"Kiiskinen, Jesse",DET,RW,20,"$923,333","$950,000","$923,333",3 yrs,,19,RFA,2025,2028,Yes,Steve Yzerman,"$855,000","$95,000",$0,ELC
"Lutz, Julian",UTA,LW,22,"$923,333","$950,000","$950,000",3 yrs,,20,RFA,2024,2027,Yes,Bill Armstrong,"$855,000","$95,000",$0,ELC
"Chesley, Ryan",WSH,RD,22,"$923,333","$950,000","$923,333",3 yrs,,21,RFA,2025,2028,Yes,Brian MacLellan,"$855,000","$95,000",$0,ELC
"Spellacy, Anthony (AJ)",CHI,RW,20,"$922,917","$947,500","$991,250",3 yrs,,18,RFA,2024,2028,Yes,Kyle Davidson,"$850,000","$97,500","$102,500",ELC
"Valis, Borya",TOR,RW,22,"$922,500","$947,500","$1,025,000",3 yrs,,20,RFA,2025,2028,Yes,Brad Treliving,"$850,000","$97,500","$102,500",ELC
"MacDonald, Caleb",CBJ,LD,23,"$922,500","$947,500","$922,500",2 yrs,,22,RFA,2025,2027,Yes,Don Waddell,"$850,000","$97,500",$0,ELC
"Reinbacher, David",MTL,"LD, RD",21,"$909,167","$855,000","$2,075,833",3 yrs,,18,RFA,2023,2028,Yes,Kent Hughes,"$855,000",$0,"$1,000,000",ELC
"Sale, Eduard",SEA,LW,21,"$909,167","$855,000","$909,167",3 yrs,,18,RFA,2023,2028,Yes,Ron Francis,"$855,000",$0,$0,ELC
"Danielson, Nate",DET,C,21,"$909,167","$855,000","$1,909,167",3 yrs,,18,RFA,2023,2028,Yes,Steve Yzerman,"$855,000",$0,"$1,000,000",ELC
"Bonk, Oliver",PHI,RD,21,"$909,167","$855,000","$1,159,167",3 yrs,,18,RFA,2023,2028,Yes,Daniel Brière,"$855,000",$0,"$250,000",ELC
"Musty, Quentin",SJS,LW,20,"$909,167","$855,000","$992,500",3 yrs,,18,RFA,2023,2028,Yes,Mike Grier,"$855,000",$0,$0,ELC
"Honzek, Samuel",CGY,LW,21,"$909,167","$855,000","$1,409,167",3 yrs,,18,RFA,2023,2028,Yes,Craig Conroy,"$855,000",$0,"$500,000",ELC
"Molendyk, Tanner",NSH,LD,21,"$909,167","$855,000","$909,167",3 yrs,,18,RFA,2023,2028,Yes,Barry Trotz,"$855,000",$0,$0,ELC
"Thompson, Aidan",NYR,C,24,"$907,500","$945,000","$962,500",2 yrs,,23,RFA,2025,2027,Yes,Kyle Davidson,"$850,000","$95,000","$30,000",ELC
"Kurth, Connor",TBL,RW,22,"$907,500","$945,000","$907,500",2 yrs,,21,RFA,2025,2027,Yes,Julien BriseBois,"$850,000","$95,000",$0,ELC
"Mahura, Josh",SEA,"LD, RD",28,"$907,500","$915,000","$907,500",2 yrs,UFA,27,UFA,2025,2027,No,Jason Botterill,"$915,000",$0,$0,Std (Ext)
"Laba, Noah",NYR,C,22,"$907,500","$945,000","$907,500",2 yrs,,21,RFA,2025,2027,No,Chris Drury,"$850,000","$95,000",$0,ELC
"Pieniniemi, Emil",FLA,LD,21,"$906,667","$850,000","$986,667",3 yrs,,18,RFA,2023,2028,Yes,Kyle Dubas,"$850,000",$0,"$80,000",ELC
"Edward, Jackson",PHI,LD,22,"$906,667","$850,000","$906,667",3 yrs,,19,RFA,2023,2027,Yes,Don Sweeney,"$850,000",$0,$0,ELC
"Lind, Kalan",NSH,LW,21,"$906,667","$850,000","$986,667",3 yrs,,18,RFA,2023,2028,Yes,Barry Trotz,"$850,000",$0,"$80,000",ELC
"Day, Nathaniel",EDM,G,21,"$906,667","$930,000","$906,667",3 yrs,,20,RFA,2025,2028,Yes,Stan Bowman,"$850,000","$80,000",$0,ELC
"Mynio, Sawyer",VAN,LD,21,"$906,667","$850,000","$986,667",3 yrs,,18,RFA,2023,2028,Yes,Patrik Allvin,"$850,000",$0,"$80,000",ELC
"Whitehead, Cameron",VGK,G,23,"$906,250","$937,500","$906,250",2 yrs,,21,RFA,2025,2027,Yes,Kelly McCrimmon,"$850,000","$87,500",$0,ELC
"Haymes, Luke",TOR,C,22,"$906,250","$937,500","$906,250",2 yrs,,21,RFA,2025,2027,Yes,Brad Treliving,"$850,000","$87,500",$0,ELC
"DiVincentiis, Domenic",WPG,G,22,"$905,556","$850,000","$905,556",3 yrs,,19,RFA,2023,2027,Yes,Kevin Cheveldayoff,"$850,000",$0,$0,ELC
"Wagner, Fabian",WPG,C,22,"$905,556","$850,000","$905,556",3 yrs,,19,RFA,2023,2027,Yes,Kevin Cheveldayoff,"$850,000",$0,$0,ELC
"Martino, Ayrton",DAL,LW,23,"$905,000","$942,500","$905,000",2 yrs,,22,RFA,2025,2027,Yes,Jim Nill,"$850,000","$92,500",$0,ELC
"Flinton, Cooper",TBL,LW,22,"$905,000","$942,500","$905,000",2 yrs,,21,RFA,2025,2027,Yes,Julien BriseBois,"$850,000","$92,500",$0,ELC
"Harding, Finn",PIT,RD,21,"$905,000","$930,000","$905,000",3 yrs,,20,RFA,2025,2028,Yes,Kyle Dubas,"$850,000","$80,000",$0,ELC
"Richard, Guillaume",CBJ,LD,23,"$905,000","$942,500","$905,000",2 yrs,,22,RFA,2025,2027,Yes,Don Waddell,"$850,000","$92,500",$0,ELC
"Dvorak, Jakub",LAK,LD,21,"$905,000","$850,000","$905,000",3 yrs,,18,RFA,2023,2028,Yes,Rob Blake,"$850,000",$0,$0,ELC
"Wright, Jared",LAK,"RW, LW",23,"$905,000","$942,500","$905,000",2 yrs,,22,RFA,2025,2027,Yes,Rob Blake,"$850,000","$92,500",$0,ELC
"Gadjovich, Jonah",FLA,"RW, LW",27,"$905,000","$885,000","$905,000",2 yrs,UFA,27,UFA,2026,2028,No,Bill Zito,"$875,000","$10,000",$0,Std (Ext)
"Gustafson, Jordan",VGK,C,22,"$905,000","$850,000","$905,000",3 yrs,,19,RFA,2023,2027,Yes,Kelly McCrimmon,"$850,000",$0,$0,ELC
"Connors, Kenny",LAK,"C, LW",23,"$905,000","$942,500","$905,000",2 yrs,,22,RFA,2025,2027,Yes,Rob Blake,"$850,000","$92,500",$0,ELC
"Smith, Konnor",ANA,LD,21,"$905,000","$930,000","$905,000",3 yrs,,20,RFA,2025,2028,Yes,Pat Verbeek,"$850,000","$80,000",$0,ELC
"Mercuri, Lucas",TBL,C,24,"$905,000","$942,500","$905,000",2 yrs,,23,RFA,2025,2027,Yes,Julien BriseBois,"$850,000","$92,500",$0,ELC
"Jansson, Ludvig",FLA,RD,22,"$905,000","$930,000","$905,000",3 yrs,,21,RFA,2025,2028,Yes,Bill Zito,"$850,000","$80,000",$0,ELC
"Susuyev, Nikita",STL,RW,21,"$905,000","$930,000","$905,000",3 yrs,,20,RFA,2025,2028,Yes,Doug Armstrong,"$850,000","$80,000",$0,ELC
"Jonsson, Samuel",EDM,G,22,"$905,000","$930,000","$905,000",3 yrs,,21,RFA,2025,2028,Yes,Stan Bowman,"$850,000","$80,000",$0,ELC
"Harding, Taige",CHI,LD,24,"$905,000","$942,500","$905,000",2 yrs,,23,RFA,2025,2027,Yes,Kyle Davidson,"$850,000","$92,500",$0,ELC
"Funk, Zac",WSH,RW,22,"$905,000","$950,000","$1,033,333",3 yrs,,20,RFA,2024,2027,Yes,Brian MacLellan,"$855,000","$95,000","$250,000",ELC
"Ziemmer, Koehn",LAK,RW,21,"$904,167","$850,000","$904,167",3 yrs,,18,RFA,2023,2028,Yes,Rob Blake,"$850,000",$0,$0,ELC
"Sergeev, Arsenii",CGY,G,23,"$903,750","$942,500","$903,750",2 yrs,,22,RFA,2025,2027,Yes,Craig Conroy,"$850,000","$92,500",$0,ELC
"Unger Sorum, Felix",CAR,RW,20,"$903,333","$850,000","$903,333",3 yrs,,17,RFA,2023,2028,Yes,Don Waddell,"$850,000",$0,$0,ELC
"Cagnoni, Luca",SJS,LD,21,"$903,333","$945,000","$958,333",3 yrs,,19,RFA,2024,2027,Yes,Mike Grier,"$850,000","$95,000","$30,000",ELC
"Fiddler-Schultz, Riley",BUF,C,24,"$902,500","$940,000","$902,500",2 yrs,,23,RFA,2025,2027,Yes,Kevyn Adams,"$850,000","$90,000",$0,ELC
"Uronen, Tuomas",VGK,RW,21,"$902,500","$927,500","$902,500",3 yrs,,20,RFA,2025,2028,Yes,Kelly McCrimmon,"$850,000","$77,500",$0,ELC
"Booth, Angus",LAK,LD,22,"$901,667","$850,000","$901,667",3 yrs,,19,RFA,2023,2027,Yes,Rob Blake,"$850,000",$0,$0,ELC
"Dorrington, Jackson",NYR,LD,22,"$901,667","$925,000","$901,667",3 yrs,,20,RFA,2025,2028,Yes,Chris Drury,"$850,000","$75,000",$0,ELC
"Cataford, Mathieu",VGK,C,21,"$901,667","$850,000","$901,667",3 yrs,,18,RFA,2023,2028,Yes,Kelly McCrimmon,"$850,000",$0,$0,ELC
"Ilyin, Mikhail",PIT,RW,21,"$901,667","$925,000","$901,667",3 yrs,,20,RFA,2025,2028,Yes,Kyle Dubas,"$850,000","$75,000",$0,ELC
"Chadwick, Noah",TOR,LD,21,"$900,556","$850,000","$900,556",3 yrs,,18,RFA,2023,2028,Yes,Brad Treliving,"$850,000",$0,$0,ELC
"MacDonell, Angus",DAL,C,21,"$900,000","$935,000","$900,000",3 yrs,,19,RFA,2025,2028,Yes,Jim Nill,"$850,000","$85,000",$0,ELC
